,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
65,66,Machop,Wanrikyワンリキー,70,80,50,35,35,35,19.5,0.8,75.4,1059860,180,Superpower Pokémon,5120,70,305,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,67,Machoke,Gorikyゴーリキー,80,100,70,50,60,45,70.5,1.5,75.4,1059860,90,Superpower Pokémon,5120,70,405,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,68,Machamp,Kairikyカイリキー,90,130,80,65,85,55,130.0,1.6,75.4,1059860,45,Superpower Pokémon,5120,70,505,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,69,Bellsprout,Madatsubomiマダツボミ,50,75,35,70,30,40,4.0,0.7,50.0,1059860,255,Flower Pokémon,5120,70,300,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
69,70,Weepinbell,Utsudonウツドン,65,90,50,85,45,55,6.4,1.0,50.0,1059860,120,Flycatcher Pokémon,5120,70,390,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70,71,Victreebel,Utsubotウツボット,80,105,65,100,70,70,15.5,1.7,50.0,1059860,45,Flycatcher Pokémon,5120,70,490,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71,72,Tentacool,Menokurageメノクラゲ,40,40,35,50,100,70,45.5,0.9,50.0,1250000,190,Jellyfish Pokémon,5120,70,335,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72,73,Tentacruel,Dokukurageドククラゲ,80,70,65,80,120,100,55.0,1.6,50.0,1250000,60,Jellyfish Pokémon,5120,70,515,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73,74,Geodude,Isitsubuteイシツブテ,40,80,100,30,30,20,20.0,0.4,50.0,1059860,255,Rock Pokémon,3840,70,300,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,75,Graveler,Goloneゴローン,55,95,115,45,45,35,105.0,1.0,50.0,1059860,120,Rock Pokémon,3840,70,390,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
75,76,Golem,Golonyaゴローニャ,80,120,130,55,65,45,360.0,1.4,50.0,1059860,45,Megaton Pokémon,3840,70,495,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,77,Ponyta,Ponytaポニータ,50,85,55,65,65,90,30.0,1.0,50.0,1000000,190,Fire Horse Pokémon,5120,70,410,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,78,Rapidash,Gallopギャロップ,65,100,70,80,80,105,95.0,1.7,50.0,1000000,60,Fire Horse Pokémon,5120,70,500,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,79,Slowpoke,Yadonヤドン,90,65,65,40,40,15,36.0,1.2,50.0,1000000,190,Dopey Pokémon,5120,70,315,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
79,80,Slowbro,Yadoranヤドラン,95,75,180,130,80,30,78.5,1.6,50.0,1000000,75,Hermit Crab Pokémon,5120,70,590,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
80,81,Magnemite,Coilコイル,25,35,70,95,55,45,6.0,0.3,0.0,1000000,190,Magnet Pokémon,5120,70,325,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,82,Magneton,Rarecoilレアコイル,50,60,95,120,70,70,60.0,1.0,0.0,1000000,60,Magnet Pokémon,5120,70,465,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,83,Farfetch'd,Kamonegiカモネギ,52,90,55,58,62,60,15.0,0.8,50.0,1000000,45,Wild Duck Pokémon,5120,70,377,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
83,84,Doduo,Dodoドードー,35,85,45,35,35,75,39.2,1.4,50.0,1000000,190,Twin Bird Pokémon,5120,70,310,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
84,85,Dodrio,Dodorioドードリオ,60,110,70,60,60,110,85.2,1.8,50.0,1000000,45,Triple Bird Pokémon,5120,70,470,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
85,86,Seel,Pawouパウワウ,65,45,55,45,70,45,90.0,1.1,50.0,1000000,190,Sea Lion Pokémon,5120,70,325,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,87,Dewgong,Jugonジュゴン,90,70,80,70,95,70,120.0,1.7,50.0,1000000,75,Sea Lion Pokémon,5120,70,475,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
87,88,Grimer,Betbeterベトベター,80,80,50,40,50,25,30.0,0.9,50.0,1000000,190,Sludge Pokémon,5120,70,325,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,89,Muk,Betbetonベトベトン,105,105,75,65,100,50,30.0,1.2,50.0,1000000,75,Sludge Pokémon,5120,70,500,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,90,Shellder,Shellderシェルダー,30,65,100,45,25,40,4.0,0.3,50.0,1250000,190,Bivalve Pokémon,5120,70,305,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,91,Cloyster,Parshenパルシェン,50,95,180,85,45,70,132.5,1.5,50.0,1250000,60,Bivalve Pokémon,5120,70,525,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
91,92,Gastly,Ghosゴース,30,35,30,100,35,80,0.1,1.3,50.0,1059860,190,Gas Pokémon,5120,70,310,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
92,93,Haunter,Ghostゴースト,45,50,45,115,55,95,0.1,1.6,50.0,1059860,90,Gas Pokémon,5120,70,405,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
93,94,Gengar,Gangarゲンガー,60,65,80,170,95,130,40.5,1.5,50.0,1059860,45,Shadow Pokémon,5120,70,600,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94,95,Onix,Iwarkイワーク,35,45,160,30,45,70,210.0,8.8,50.0,1000000,45,Rock Snake Pokémon,6400,70,385,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
95,96,Drowzee,Sleepeスリープ,60,48,45,43,90,42,32.4,1.0,50.0,1000000,190,Hypnosis Pokémon,5120,70,328,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,97,Hypno,Sleeperスリーパー,85,73,70,73,115,67,75.6,1.6,50.0,1000000,75,Hypnosis Pokémon,5120,70,483,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,98,Krabby,Crabクラブ,30,105,90,25,25,50,6.5,0.4,50.0,1000000,225,River Crab Pokémon,5120,70,325,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,99,Kingler,Kinglerキングラー,55,130,115,50,50,75,60.0,1.3,50.0,1000000,60,Pincer Pokémon,5120,70,475,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,100,Voltorb,Biriridamaビリリダマ,40,30,50,55,55,100,10.4,0.5,0.0,1000000,190,Ball Pokémon,5120,70,330,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,Electrode,Marumineマルマイン,60,50,70,80,80,150,66.6,1.2,0.0,1000000,60,Ball Pokémon,5120,70,490,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,Exeggcute,Tamatamaタマタマ,60,40,80,60,45,40,2.5,0.4,50.0,1250000,90,Egg Pokémon,5120,70,325,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
102,103,Exeggutor,Nassyナッシー,95,105,85,125,75,45,120.0,2.0,50.0,1250000,45,Coconut Pokémon,5120,70,530,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
103,104,Cubone,Karakaraカラカラ,50,50,95,40,50,35,6.5,0.4,50.0,1000000,190,Lonely Pokémon,5120,70,320,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,105,Marowak,Garagaraガラガラ,60,80,110,50,80,45,45.0,1.0,50.0,1000000,75,Bone Keeper Pokémon,5120,70,425,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
105,106,Hitmonlee,Sawamularサワムラー,50,120,53,35,110,87,49.8,1.5,100.0,1000000,45,Kicking Pokémon,6400,70,455,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,107,Hitmonchan,Ebiwalarエビワラー,50,105,79,35,110,76,50.2,1.4,100.0,1000000,45,Punching Pokémon,6400,70,455,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,108,Lickitung,Beroringaベロリンガ,90,55,75,60,75,30,65.5,1.2,50.0,1000000,45,Licking Pokémon,5120,70,385,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,109,Koffing,Dogarsドガース,40,65,95,60,45,35,1.0,0.6,50.0,1000000,190,Poison Gas Pokémon,5120,70,340,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,110,Weezing,Matadogasマタドガス,65,90,120,85,70,60,9.5,1.2,50.0,1000000,60,Poison Gas Pokémon,5120,70,490,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,111,Rhyhorn,Sihornサイホーン,80,85,95,30,30,25,115.0,1.0,50.0,1250000,120,Spikes Pokémon,5120,70,345,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
111,112,Rhydon,Sidonサイドン,105,130,120,45,45,40,120.0,1.9,50.0,1250000,60,Drill Pokémon,5120,70,485,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
112,113,Chansey,Luckyラッキー,250,5,5,35,105,50,34.6,1.1,0.0,800000,30,Egg Pokémon,10240,140,450,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,114,Tangela,Monjaraモンジャラ,65,55,115,100,40,60,35.0,1.0,50.0,1000000,45,Vine Pokémon,5120,70,435,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,115,Kangaskhan,Garuraガルーラ,105,125,100,60,100,100,80.0,2.2,0.0,1000000,45,Parent Pokémon,5120,70,590,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,116,Horsea,Tattuタッツー,30,40,70,70,25,60,8.0,0.4,50.0,1000000,225,Dragon Pokémon,5120,70,295,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,117,Seadra,Seadraシードラ,55,65,95,95,45,85,25.0,1.2,50.0,1000000,75,Dragon Pokémon,5120,70,440,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,118,Goldeen,Tosakintoトサキント,45,67,60,35,50,63,15.0,0.6,50.0,1000000,225,Goldfish Pokémon,5120,70,320,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,119,Seaking,Azumaoアズマオウ,80,92,65,65,80,68,39.0,1.3,50.0,1000000,60,Goldfish Pokémon,5120,70,450,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,120,Staryu,Hitodemanヒトデマン,30,45,55,70,55,85,34.5,0.8,0.0,1250000,225,Starshape Pokémon,5120,70,340,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,121,Starmie,Starmieスターミー,60,75,85,100,85,115,80.0,1.1,0.0,1250000,60,Mysterious Pokémon,5120,70,520,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
121,122,Mr. Mime,Barrierdバリヤード,40,45,65,100,120,90,54.5,1.3,50.0,1000000,45,Barrier Pokémon,6400,70,460,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122,123,Scyther,Strikeストライク,70,110,80,55,80,105,56.0,1.5,50.0,1000000,45,Mantis Pokémon,6400,70,500,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,124,Jynx,Rougelaルージュラ,65,50,35,115,95,95,40.6,1.4,0.0,1000000,45,Humanshape Pokémon,6400,70,455,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
124,125,Electabuzz,Elebooエレブー,65,83,57,95,85,105,30.0,1.1,75.4,1000000,45,Electric Pokémon,6400,70,490,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,126,Magmar,Booberブーバー,65,95,57,100,85,93,44.5,1.3,75.4,1000000,45,Spitfire Pokémon,6400,70,495,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,127,Pinsir,Kailiosカイロス,65,155,120,65,90,105,55.0,1.5,50.0,1250000,45,Stagbeetle Pokémon,6400,70,600,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,Tauros,Kentaurosケンタロス,75,100,95,40,70,110,88.4,1.4,100.0,1250000,45,Wild Bull Pokémon,5120,70,490,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,129,Magikarp,Koikingコイキング,20,10,55,15,20,80,10.0,0.9,50.0,1250000,255,Fish Pokémon,1280,70,200,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,130,Gyarados,Gyaradosギャラドス,95,155,109,70,130,81,235.0,6.5,50.0,1250000,45,Atrocious Pokémon,1280,70,640,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130,131,Lapras,Laplaceラプラス,130,85,80,85,95,60,220.0,2.5,50.0,1250000,45,Transport Pokémon,10240,70,535,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
